sample_id	Bin ID	Most abundant genome	Purity (bp)	Completeness (bp)	Bin size (bp)	True positives (bp)	True size of most abundant genome (bp)	Purity (seq)	Completeness (seq)	Bin size (seq)	True positives (seq)	True size of most abundant genome (seq)
gsa	12	1285_BH	1.0	1.0	4566533	4566533	4566533	1.0	1.0	6	6	6
gsa	6	1035900	0.9995587000568468	0.9966740434852672	7258102	7254899	7279109	0.9876543209876543	0.851063829787234	81	80	94
gsa	19	1036554	1.0	0.9966485510997142	2647560	2647560	2656463	1.0	0.76	19	19	25
gsa	16	1030878	1.0	0.9964409456385847	3276530	3276530	3288233	1.0	0.7272727272727273	16	16	22
gsa	2	evo_1286_AP.008	0.21489702086735848	0.9963161220047436	15688761	3371468	3383934	0.20967741935483872	0.7222222222222222	62	13	18
gsa	1	evo_1049056.013	0.20771436614690197	0.995806645982488	16851728	3500346	3515086	0.14388489208633093	0.7692307692307693	139	20	26
gsa	17	1036608	1.0	0.9926471794522328	3146362	3146362	3169668	1.0	0.8181818181818182	63	63	77
gsa	5	1030836	0.5107664904850251	0.9925102816969562	9517261	4861098	4897781	0.5252525252525253	0.7536231884057971	99	52	69
gsa	9	1030752	1.0	0.9915878721612712	6224913	6224913	6277722	1.0	0.75	63	63	84
gsa	11	1030755	1.0	0.9911922957994876	4574290	4574290	4614937	1.0	0.8160919540229885	71	71	87
gsa	7	1139_AG	1.0	0.9911121651518114	7213129	7213129	7277813	1.0	0.417910447761194	28	28	67
gsa	18	1049089	1.0	0.9910997350117099	3096482	3096482	3124289	1.0	0.7037037037037037	19	19	27
gsa	15	1220_AD	1.0	0.9908786244245092	3448976	3448976	3480725	1.0	0.5853658536585366	24	24	41
gsa	13	evo_1035930.029	0.5321550355137522	0.9905249717055051	4489810	2389275	2412130	0.4824561403508772	0.9322033898305084	114	55	59
gsa	20	1036641	1.0	0.983892028121953	2588310	2588310	2630685	1.0	0.825503355704698	123	123	149
gsa	8	1036755	1.0	0.9822257592203641	6348848	6348848	6463736	1.0	0.7889908256880734	86	86	109
gsa	21	1048783	1.0	0.9799890327124726	2375073	2375073	2423571	1.0	0.6944444444444444	50	50	72
gsa	3	1052947	0.3695468651236914	0.9604239021078891	12389181	4578383	4767044	0.27972027972027974	0.8333333333333334	143	40	48
gsa	14	1049005	1.0	0.9571216746153021	3931696	3931696	4107833	1.0	0.782608695652174	18	18	23
gsa	4	1036707	0.2933425269703369	0.9027822691303945	12324466	3615290	4004609	0.36729857819905215	0.6118421052631579	1266	465	760
gsa	10	1365_A	0.9981700250013266	0.6943748613960785	4880941	4872009	7016396	0.9970845481049563	0.35637374088225077	1029	1026	2879
gsa	22	1036743	0.9851072410945398	0.4527128565751914	2343085	2308190	5098574	0.9817073170731707	0.25447839831401475	492	483	1898
gsa	23	1048993	1.0	0.20502764068512902	744987	744987	3633593	1.0	0.08159163987138264	203	203	2488
gsa	24	1052947	0.8403981218041822	0.035442718800162115	201044	168957	4767044	0.6	0.0625	5	3	48
