sample_id	Bin ID	Most abundant genome	Purity (bp)	Completeness (bp)	Bin size (bp)	True positives (bp)	True size of most abundant genome (bp)	Purity (seq)	Completeness (seq)	Bin size (seq)	True positives (seq)	True size of most abundant genome (seq)
gsa	13	1285_BH	1.0	1.0	4566533	4566533	4566533	1.0	1.0	6	6	6
gsa	17	1030878	1.0	0.9964409456385847	3276530	3276530	3288233	1.0	0.7272727272727273	16	16	22
gsa	2	evo_1286_AP.008	0.21494180737206076	0.9963161220047436	15685492	3371468	3383934	0.21311475409836064	0.7222222222222222	61	13	18
gsa	1	evo_1049056.013	0.20531308293987016	0.995806645982488	17048821	3500346	3515086	0.08064516129032258	0.7692307692307693	248	20	26
gsa	20	1036641	1.0	0.9947637212361039	2616910	2616910	2630685	1.0	0.9261744966442953	138	138	149
gsa	14	1049005	1.0	0.9911474005880959	4071468	4071468	4107833	1.0	0.7391304347826086	17	17	23
gsa	15	1220_AD	1.0	0.9908786244245092	3448976	3448976	3480725	1.0	0.5853658536585366	24	24	41
gsa	10	1030752	1.0	0.9908481133761577	6220269	6220269	6277722	1.0	0.7380952380952381	62	62	84
gsa	12	1030755	1.0	0.9907782056396436	4572379	4572379	4614937	1.0	0.8160919540229885	71	71	87
gsa	6	1139_AG	1.0	0.9902525662585725	7206873	7206873	7277813	1.0	0.3880597014925373	26	26	67
gsa	18	1036608	1.0	0.9870207226750561	3128528	3128528	3169668	1.0	0.7662337662337663	59	59	77
gsa	7	1035900	1.0	0.9857854855587408	7175640	7175640	7279109	1.0	0.7340425531914894	69	69	94
gsa	4	1030836	0.5109364702819494	0.9841246474679043	9433711	4820027	4897781	0.5421686746987951	0.6521739130434783	83	45	69
gsa	19	1049089	1.0	0.9775801790423357	3054243	3054243	3124289	1.0	0.6296296296296297	17	17	27
gsa	5	evo_1035930.029	0.26377940567805935	0.9749437219387015	8915370	2351691	2412130	0.2537313432835821	0.864406779661017	201	51	59
gsa	3	1052947	0.3983699548649779	0.9568367734805888	11449867	4561283	4767044	0.2932330827067669	0.8125	133	39	48
gsa	11	1036755	1.0	0.9491340611683398	6134952	6134952	6463736	1.0	0.6697247706422018	73	73	109
gsa	16	1036728	0.5529710155681868	0.9256724090556535	3369050	1862987	2012577	0.4601113172541744	0.7294117647058823	539	248	340
gsa	21	1036554	1.0	0.8981935754422328	2386018	2386018	2656463	1.0	0.56	14	14	25
gsa	22	1048783	1.0	0.8719959101672697	2113344	2113344	2423571	1.0	0.4027777777777778	29	29	72
gsa	9	1365_A	0.8841707658808869	0.7902036886173471	6270714	5544382	7016396	0.9930313588850174	0.49496352900312607	1435	1425	2879
gsa	8	1036743	0.6198773452039515	0.7654442202859074	6295881	3902674	5098574	0.7410865874363328	0.45995785036880926	1178	873	1898
gsa	23	1048993	1.0	0.2798590816307715	1016894	1016894	3633593	1.0	0.14429260450160772	359	359	2488
gsa	24	1048993	0.9973062013525149	0.16129021604786226	587646	586063	3633593	0.9936708860759493	0.06310289389067524	158	157	2488
gsa	25	1052947	0.8403981218041822	0.035442718800162115	201044	168957	4767044	0.6	0.0625	5	3	48
